customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,client_value,client_risk
CUST100096,62,Female,Karaganda,High,91.48,7,9342.2,341.79,44.0,Beauty,312,0.97,True,0.57,0.32,High,3.0,2.36,Medium,Yes,5,Cash,True,False,True,10.79,2,35,18,Platinum,Email,5,83,2038,True,Basic,222,42.42,17982.56,854624.4560000001,0.06666666666666667
CUST100097,58,Male,Karaganda,Low,76.4,8,6739.14,236.75,34.0,Groceries,353,0.04,False,0.95,0.0,Medium,7.0,4.45,High,Yes,6,Online Wallet,True,True,True,2.97,14,38,38,Platinum,Email,9,95,1674,False,0,1,55.09,5028.43,514870.2960000001,0.2
CUST100105,41,Male,Almaty,High,88.17,2,9081.59,390.08,18.0,Beauty,301,0.58,False,0.65,0.5,Low,19.0,4.51,Low,No,2,Card,True,True,False,2.76,5,35,0,Platinum,Email,7,-23,1448,False,Basic,223,22.46,1295.77,800723.7903,1.0
CUST100114,52,Male,Shymkent,Medium,96.82,1,5712.84,294.6,16.0,Clothing,67,0.39,False,0.47,0.87,Medium,6.0,1.6,Low,No,1,Online Wallet,True,False,False,17.6,4,9,24,Silver,SMS,1,13,1169,False,Basic,93,42.45,13419.37,553117.1688,0.35294117647058826
CUST100130,41,Male,Almaty,Medium,70.84,4,8218.13,418.05,10.0,Clothing,235,0.4,False,0.52,0.32,Medium,0.0,4.35,High,Yes,6,Card,True,True,False,18.43,8,33,11,Platinum,Email,2,42,645,True,Basic,358,50.77,14579.23,582172.3291999999,0.0
CUST100131,54,Female,Astana,High,77.17,1,9312.16,210.07,6.0,Electronics,37,0.04,False,0.56,0.47,Medium,9.0,2.67,High,No,0,Card,True,False,False,18.9,1,26,6,Gold,SMS,6,-37,1855,True,Basic,316,92.64,17518.05,718619.3872,1.2857142857142858
CUST100138,18,Male,Shymkent,Low,78.71,5,6502.68,410.28,29.0,Beauty,294,0.19,False,0.19,0.54,Low,14.0,3.18,Low,No,2,Online Wallet,True,True,False,6.53,14,16,25,Silver,Email,4,-59,3218,True,0,2,57.55,4960.11,511825.94279999996,0.4666666666666667
CUST100139,52,Female,Astana,Medium,74.76,7,8366.48,210.05,3.0,Electronics,46,0.95,True,0.87,0.29,Low,13.0,2.04,High,Yes,5,Online Wallet,True,False,True,9.04,6,27,23,Platinum,Social Media,0,61,1127,False,0,326,68.86,17692.64,625478.0448,3.25
CUST100142,31,Female,Shymkent,Medium,62.37,0,9888.13,345.04,38.0,Clothing,164,0.26,True,0.3,0.9,High,6.0,2.62,High,Yes,3,Cash,True,False,True,2.87,0,7,24,Bronze,Email,9,-25,3305,True,Basic,27,41.54,15608.46,616722.6680999999,0.15384615384615385
CUST100148,56,Female,Astana,Medium,82.36,6,6377.79,151.04,21.0,Groceries,117,0.18,False,0.57,0.97,High,7.0,2.53,High,Yes,0,Card,True,False,False,15.56,10,2,2,Gold,Social Media,9,-31,545,False,0,9,21.04,7745.11,525274.7844,0.3181818181818182
CUST100149,44,Female,Karaganda,High,89.34,8,8878.55,136.28,14.0,Clothing,7,0.3,False,0.63,0.71,Low,15.0,1.08,Medium,Yes,1,Online Wallet,True,True,True,5.46,0,3,3,Platinum,Email,4,-74,698,True,Basic,289,81.06,6057.28,793209.657,1.0
CUST100155,30,Male,Karaganda,High,79.9,4,9866.92,339.72,33.0,Clothing,305,0.43,False,0.28,0.32,Low,14.0,4.89,High,Yes,8,Card,False,True,True,17.45,12,29,11,Platinum,App,1,-45,958,False,Basic,285,67.48,7803.81,788366.908,0.4117647058823529
CUST100156,68,Female,Karaganda,High,95.12,6,9680.3,136.98,11.0,Clothing,19,0.41,True,0.48,0.71,Medium,0.0,2.12,Medium,Yes,3,Online Wallet,True,True,True,13.83,10,21,14,Gold,SMS,4,-46,3635,False,0,64,21.24,2305.34,920790.1359999999,0.0
CUST100162,21,Male,Almaty,Medium,87.12,3,9036.31,186.84,22.0,Clothing,203,0.85,False,0.06,0.99,High,4.0,4.38,Low,No,3,Card,False,True,True,5.1,9,15,19,Bronze,Email,2,-12,298,False,0,242,55.34,3722.19,787243.3271999999,0.17391304347826086
CUST100165,40,Female,Shymkent,High,87.28,3,6431.99,155.5,49.0,Groceries,334,0.97,True,0.94,0.22,High,19.0,1.83,High,Yes,4,Cash,False,True,False,13.31,12,46,27,Bronze,SMS,6,-3,1018,True,Basic,206,82.44,3272.5,561384.0872,0.38
CUST100167,62,Male,Karaganda,Low,98.25,8,5411.94,314.33,22.0,Electronics,211,0.32,True,0.54,0.2,Low,16.0,1.46,High,No,8,Cash,True,False,False,6.5,11,3,8,Bronze,App,7,-51,2276,False,Premium,293,42.64,15769.22,531723.105,0.6956521739130435
CUST100175,68,Female,Astana,Low,64.11,0,8840.11,464.27,9.0,Beauty,104,0.62,True,0.94,0.78,Low,8.0,4.97,Medium,Yes,0,Card,True,False,False,15.93,7,3,15,Gold,SMS,6,48,788,True,Basic,111,82.27,11496.42,566739.4521,0.8
CUST100177,45,Male,Karaganda,High,84.25,3,6904.22,464.05,25.0,Electronics,229,0.69,True,0.68,0.18,Low,10.0,3.04,Low,Yes,8,Cash,True,True,False,16.67,12,41,30,Gold,App,5,17,407,False,Premium,76,59.39,17658.95,581680.535,0.38461538461538464
CUST100196,30,Male,Karaganda,Medium,53.44,8,9436.31,404.64,36.0,Clothing,292,0.55,False,0.65,0.19,High,8.0,1.01,Low,No,1,Cash,True,False,False,5.44,10,24,15,Bronze,App,3,-44,3054,False,0,201,13.16,15460.67,504276.4064,0.21621621621621623
CUST100201,25,Female,Almaty,High,87.64,1,7066.02,492.51,6.0,Beauty,99,0.28,True,0.34,0.36,High,7.0,4.66,High,No,7,Online Wallet,False,True,True,3.78,10,0,30,Bronze,Email,8,-24,1776,False,Basic,244,56.65,17092.49,619265.9928,1.0
CUST100209,41,Female,Astana,Low,73.13,6,9639.09,421.34,28.0,Groceries,41,0.27,True,0.04,0.14,Medium,12.0,4.09,Low,Yes,5,Card,True,False,True,14.69,10,25,31,Gold,App,0,-100,1991,True,Basic,120,5.07,6790.03,704906.6516999999,0.41379310344827586
CUST100216,66,Male,Astana,Medium,79.57,0,6721.34,347.24,32.0,Electronics,257,0.69,True,0.26,0.94,High,4.0,4.99,Medium,No,3,Online Wallet,False,True,True,10.47,7,31,15,Bronze,Email,6,-76,2202,False,0,197,94.28,12893.42,534817.0238,0.12121212121212122
CUST100238,61,Female,Astana,Low,93.71,3,8780.58,408.64,30.0,Clothing,123,0.15,True,0.99,0.81,Medium,1.0,2.48,High,No,8,Online Wallet,True,False,False,4.29,2,35,27,Bronze,App,7,-45,279,False,0,348,83.76,14420.16,822828.1518,0.03225806451612903
CUST100240,49,Male,Karaganda,Medium,70.53,2,7444.61,57.18,7.0,Groceries,360,0.15,True,0.82,0.62,Medium,16.0,4.95,High,Yes,1,Online Wallet,False,False,True,7.45,14,27,28,Platinum,App,2,-17,1568,True,Premium,305,58.21,14267.39,525068.3433,2.0
CUST100255,33,Male,Shymkent,High,94.18,6,6783.48,138.14,14.0,Groceries,54,0.19,False,0.85,0.68,Low,17.0,2.86,High,Yes,9,Card,False,False,False,3.66,10,17,8,Platinum,SMS,2,-37,2686,True,Basic,185,81.13,15689.85,638868.1464,1.1333333333333333
CUST100259,33,Male,Almaty,High,94.45,1,6588.67,90.2,49.0,Electronics,82,0.48,True,0.83,0.19,Low,8.0,4.28,High,Yes,3,Card,True,False,True,12.48,6,6,12,Gold,SMS,2,-45,1455,True,Basic,255,50.91,2495.83,622299.8815,0.16
CUST100261,20,Female,Astana,Medium,70.8,4,9545.16,97.44,22.0,Clothing,215,0.75,False,0.11,0.37,Low,11.0,1.39,High,No,0,Card,True,False,False,13.06,7,27,1,Bronze,App,8,-53,1457,False,Basic,113,26.13,17276.86,675797.328,0.4782608695652174
CUST100267,36,Male,Almaty,Low,94.56,9,9306.48,240.03,5.0,Groceries,33,0.78,True,0.94,0.88,Low,18.0,3.94,High,No,3,Online Wallet,True,False,False,15.09,14,45,21,Platinum,App,1,-41,3645,False,Basic,244,61.58,8807.18,880020.7488,3.0
CUST100274,57,Male,Astana,Low,99.75,3,7880.39,299.38,23.0,Groceries,205,0.03,False,0.52,0.17,Low,7.0,3.12,Low,No,9,Online Wallet,False,True,False,17.99,14,43,15,Silver,Social Media,0,50,3365,False,Premium,83,22.1,2818.31,786068.9025000001,0.2916666666666667
CUST100275,56,Female,Karaganda,High,65.86,3,9673.98,63.18,29.0,Electronics,165,0.18,True,0.47,0.32,High,7.0,2.81,Medium,No,1,Cash,True,False,True,13.73,1,46,23,Platinum,Social Media,4,-2,3380,True,Basic,297,43.63,10224.73,637128.3228,0.23333333333333334
CUST100276,35,Female,Almaty,Low,92.22,5,5455.89,166.99,16.0,Clothing,264,0.08,False,0.43,0.2,High,19.0,1.5,Low,No,0,Card,True,False,False,10.8,1,33,18,Platinum,Social Media,4,50,677,False,Basic,319,41.17,10913.69,503142.1758,1.1176470588235294
CUST100285,47,Male,Astana,Medium,81.11,9,8302.44,121.83,16.0,Groceries,135,0.23,True,0.0,0.59,Low,17.0,2.86,Low,Yes,6,Online Wallet,False,False,False,12.56,9,26,1,Bronze,App,2,-53,2786,True,Basic,147,92.01,14291.45,673410.9084000001,1.0
CUST100319,37,Male,Shymkent,Medium,99.42,1,8659.59,182.17,34.0,Groceries,287,0.45,True,0.16,0.21,Medium,13.0,3.36,Low,Yes,5,Cash,True,True,True,8.75,6,14,16,Bronze,SMS,9,-78,1070,False,Premium,178,18.19,8685.36,860936.4378000001,0.37142857142857144
CUST100331,33,Male,Astana,Low,59.41,5,9501.05,90.21,44.0,Clothing,86,0.9,False,0.8,0.34,Low,10.0,3.7,High,Yes,6,Card,True,True,True,7.8,7,42,38,Bronze,Social Media,9,93,508,True,Premium,42,15.04,5731.33,564457.3805,0.2222222222222222
CUST100336,50,Male,Shymkent,High,86.81,8,6172.32,15.99,25.0,Electronics,197,0.37,False,0.1,0.92,Low,17.0,4.24,Medium,Yes,6,Card,False,True,True,17.52,12,19,24,Platinum,SMS,2,44,1340,True,0,161,92.48,11915.1,535819.0991999999,0.6538461538461539
CUST100344,34,Male,Almaty,Low,88.0,7,9118.65,442.9,24.0,Electronics,149,0.44,True,0.22,0.84,High,2.0,3.0,High,Yes,5,Online Wallet,True,True,True,5.48,9,48,7,Platinum,Email,4,-51,36,True,Basic,177,31.49,19707.65,802441.2,0.08
CUST100348,68,Male,Almaty,Low,84.73,0,9837.14,387.59,12.0,Clothing,140,1.0,True,0.18,0.03,Low,19.0,1.65,Low,Yes,0,Card,True,False,False,7.07,4,26,22,Platinum,Email,0,-27,2238,True,0,233,45.04,3799.85,833500.8722,1.4615384615384615
CUST100349,39,Male,Almaty,Medium,91.21,0,6827.03,21.91,17.0,Groceries,277,0.0,False,0.04,0.32,Low,2.0,3.63,High,No,0,Card,False,False,True,10.17,11,42,12,Bronze,SMS,3,41,1809,False,Basic,61,51.93,5954.81,622693.4062999999,0.1111111111111111
CUST100352,47,Female,Astana,High,60.54,1,8678.66,35.19,24.0,Beauty,279,0.94,True,0.59,0.5,High,19.0,4.35,Low,Yes,8,Card,True,True,True,12.76,4,19,16,Bronze,Social Media,9,-78,2650,False,Basic,165,74.68,17039.49,525406.0764,0.76
CUST100364,45,Male,Astana,Low,88.41,7,7993.1,283.43,15.0,Groceries,351,0.68,True,0.81,0.17,High,4.0,1.18,Medium,Yes,3,Cash,True,True,True,15.54,10,7,21,Gold,Email,9,26,2351,False,0,239,90.71,1000.2,706669.971,0.25
CUST100369,36,Female,Astana,High,95.41,9,6268.65,389.36,31.0,Beauty,25,0.71,True,0.02,0.4,High,3.0,3.01,High,No,2,Online Wallet,False,True,False,1.16,8,26,20,Gold,SMS,1,-44,193,False,0,114,43.33,16829.12,598091.8964999999,0.09375
CUST100371,52,Female,Astana,High,90.19,2,6692.05,213.99,20.0,Beauty,361,1.0,False,0.17,0.18,Low,2.0,2.84,Medium,Yes,2,Cash,False,False,False,11.36,10,2,32,Gold,Email,7,-83,387,True,Premium,260,9.86,5805.28,603555.9895,0.09523809523809523
CUST100382,54,Female,Karaganda,Medium,94.65,0,5607.02,275.15,25.0,Beauty,60,0.55,False,0.04,0.66,High,11.0,3.39,High,No,0,Online Wallet,True,False,False,10.25,13,2,6,Bronze,Social Media,5,-41,1526,False,0,7,80.05,10741.63,530704.4430000001,0.4230769230769231
CUST100389,50,Male,Shymkent,High,60.1,3,9698.46,462.61,49.0,Beauty,95,0.68,True,0.57,0.86,Low,10.0,2.09,Low,Yes,2,Card,True,False,False,6.79,7,15,37,Gold,App,8,-49,2332,False,0,251,94.69,9984.94,582877.446,0.2
CUST100394,50,Male,Karaganda,Low,76.97,1,9410.69,195.43,27.0,Beauty,319,0.66,True,0.6,0.56,High,2.0,2.33,High,No,5,Online Wallet,False,True,True,7.14,9,46,38,Platinum,Social Media,3,11,1990,False,Premium,58,50.29,10816.59,724340.8093000001,0.07142857142857142
CUST100403,41,Female,Shymkent,Medium,79.44,0,7366.34,404.47,17.0,Electronics,270,0.69,True,0.13,0.54,Medium,10.0,1.21,Low,Yes,4,Online Wallet,True,False,True,11.89,6,31,35,Silver,Email,0,-4,311,False,Premium,208,24.35,8775.54,585182.0496,0.5555555555555556
CUST100405,49,Male,Astana,High,87.57,1,7666.25,13.88,1.0,Groceries,245,0.5,True,0.14,0.65,Medium,6.0,2.85,High,No,9,Card,False,False,True,12.6,2,19,12,Bronze,App,6,-25,2980,False,Premium,46,22.71,15041.52,671333.5125,3.0
CUST100408,40,Male,Karaganda,High,66.1,4,9187.11,351.45,35.0,Electronics,7,0.14,False,0.93,0.01,Low,11.0,2.58,High,No,7,Online Wallet,False,False,True,6.82,0,10,36,Silver,Social Media,6,55,2497,False,0,231,64.22,18145.51,607267.971,0.3055555555555556
CUST100411,59,Male,Karaganda,Medium,71.05,5,9060.31,442.02,1.0,Clothing,280,0.39,False,0.94,0.43,Low,2.0,4.22,Medium,Yes,9,Online Wallet,True,True,False,3.54,10,8,24,Gold,Email,2,81,974,False,Basic,81,46.42,18476.62,643735.0255,1.0
CUST100426,42,Female,Astana,Medium,82.33,8,8390.11,462.39,24.0,Beauty,75,0.73,False,0.13,0.75,Medium,15.0,1.14,High,Yes,4,Cash,False,False,True,18.62,5,44,25,Bronze,App,4,-81,2383,True,0,97,68.33,15613.73,690757.7563,0.6
CUST100443,51,Female,Shymkent,Medium,77.49,0,7449.92,397.07,35.0,Electronics,306,0.85,True,0.43,0.23,Low,18.0,2.47,Low,No,1,Online Wallet,True,True,False,4.09,8,38,33,Silver,App,7,66,3231,False,Basic,240,5.1,3531.25,577294.3008,0.5
CUST100449,42,Male,Karaganda,Low,97.03,0,9587.52,155.85,32.0,Electronics,237,0.92,True,0.43,0.93,Low,12.0,3.89,Medium,No,0,Cash,False,False,True,5.77,4,1,13,Gold,Social Media,2,70,451,True,Premium,109,69.78,1179.53,930277.0656000001,0.36363636363636365
CUST100479,47,Male,Almaty,High,81.76,8,8668.38,357.3,25.0,Electronics,354,0.37,False,0.84,0.7,High,6.0,4.73,High,No,7,Card,True,False,True,8.53,7,43,0,Bronze,Email,3,54,673,True,0,11,26.99,6536.07,708726.7488,0.23076923076923078
CUST100483,45,Female,Karaganda,Medium,64.68,0,9227.42,243.7,35.0,Groceries,346,0.23,False,0.15,0.22,Medium,1.0,2.19,Low,Yes,8,Online Wallet,True,True,True,3.51,3,33,31,Silver,App,1,-27,2589,False,0,278,28.45,5607.02,596829.5256,0.027777777777777776
CUST100487,40,Female,Karaganda,Low,71.25,5,8923.77,326.75,4.0,Electronics,82,0.49,False,0.48,0.04,High,16.0,4.34,Low,No,7,Card,True,True,True,11.59,6,34,23,Silver,Social Media,7,50,1591,False,Basic,223,51.12,17831.24,635818.6125,3.2
CUST100491,18,Female,Karaganda,Low,93.51,2,7836.78,386.23,42.0,Groceries,279,0.38,True,0.15,0.11,Low,14.0,2.14,High,No,0,Card,True,True,True,3.41,9,1,37,Silver,Email,1,-100,576,True,Basic,178,24.21,8540.86,732817.2978000001,0.32558139534883723
CUST100493,51,Female,Astana,Medium,78.97,0,6555.26,313.72,30.0,Electronics,186,0.61,False,0.75,0.38,High,3.0,3.93,Low,No,1,Cash,True,False,True,7.12,11,49,3,Gold,SMS,0,88,3244,True,0,267,93.41,17965.64,517668.8822,0.0967741935483871
CUST100497,57,Female,Shymkent,Medium,74.77,2,6839.47,107.85,41.0,Clothing,138,0.91,True,0.46,0.27,Low,4.0,1.84,Medium,No,2,Card,True,False,False,1.52,11,6,16,Gold,Email,6,-7,3272,True,Premium,300,71.24,2602.71,511387.1719,0.09523809523809523
CUST100498,62,Male,Shymkent,High,89.59,9,6494.49,468.59,42.0,Groceries,275,0.72,True,0.46,0.69,Low,13.0,2.44,Low,Yes,1,Card,True,False,False,10.03,1,3,25,Bronze,App,4,13,3152,True,Premium,156,61.7,408.92,581841.3591,0.3023255813953488
CUST100507,43,Male,Karaganda,Medium,92.16,7,9222.07,389.88,6.0,Groceries,115,0.81,False,0.04,0.83,Medium,16.0,4.56,Low,No,7,Card,True,False,False,5.89,8,45,14,Gold,Email,4,48,3309,True,Basic,217,57.93,19905.96,849905.9711999999,2.2857142857142856
CUST100510,54,Female,Almaty,Medium,97.27,1,6144.76,283.24,7.0,Electronics,207,0.22,False,0.52,0.68,High,2.0,3.87,Low,Yes,1,Online Wallet,True,False,False,4.28,8,44,30,Silver,Social Media,6,56,636,True,0,107,90.45,19079.32,597700.8052,0.25
CUST100511,39,Female,Astana,High,74.39,3,9989.95,299.59,11.0,Clothing,240,0.91,True,0.37,0.4,Medium,13.0,2.37,Low,No,1,Online Wallet,True,False,False,19.61,7,41,28,Silver,Email,5,-44,249,False,0,237,99.61,16565.27,743152.3805000001,1.0833333333333333
CUST100516,64,Male,Shymkent,High,70.59,1,9427.88,481.68,3.0,Beauty,71,0.0,True,0.46,0.56,Medium,5.0,1.24,Low,Yes,3,Cash,False,True,True,8.0,2,9,36,Silver,Email,7,18,1731,True,Premium,217,28.82,9468.05,665514.0492,1.25
CUST100517,66,Female,Almaty,Medium,69.98,3,7929.35,53.84,29.0,Groceries,222,0.92,False,0.27,0.12,Low,17.0,3.12,Low,Yes,8,Card,False,True,False,13.69,4,22,22,Silver,App,4,-60,2312,True,Premium,355,42.42,3293.51,554895.9130000001,0.5666666666666667
CUST100518,47,Female,Almaty,Low,99.37,7,7792.87,120.56,8.0,Groceries,248,0.36,True,0.68,0.38,High,5.0,2.9,Low,Yes,9,Card,True,False,True,8.49,14,16,22,Bronze,SMS,3,43,3561,False,0,335,68.17,19244.41,774377.4919,0.5555555555555556
CUST100520,69,Female,Karaganda,Medium,73.78,6,7277.94,429.65,17.0,Clothing,29,0.09,True,0.28,0.17,Medium,4.0,3.62,High,Yes,7,Cash,True,False,False,7.48,6,3,11,Bronze,SMS,9,-73,533,True,Basic,194,15.28,11487.29,536966.4132,0.2222222222222222
CUST100524,43,Male,Karaganda,Low,84.06,5,6067.84,300.66,47.0,Electronics,335,0.78,True,0.37,0.77,Medium,9.0,1.97,Medium,No,9,Online Wallet,True,False,False,5.65,11,20,0,Platinum,App,7,-28,171,True,0,9,78.21,10490.58,510062.6304,0.1875
CUST100528,56,Female,Astana,Low,70.25,9,9690.17,333.39,29.0,Groceries,127,0.21,False,0.04,0.98,High,4.0,3.02,High,Yes,4,Online Wallet,True,True,True,4.14,0,44,11,Bronze,Email,3,31,2539,False,Basic,163,20.41,12741.56,680734.4425,0.13333333333333333
CUST100529,53,Female,Almaty,Medium,73.83,7,7556.26,192.5,6.0,Groceries,288,0.07,True,0.44,0.14,High,1.0,4.96,Medium,Yes,1,Card,False,False,True,12.35,0,31,21,Gold,Social Media,2,71,2826,True,Basic,79,91.13,19195.13,557878.6758,0.14285714285714285
CUST100532,54,Female,Karaganda,High,86.87,2,6814.59,375.65,2.0,Clothing,298,0.86,True,0.2,0.08,Medium,15.0,3.83,Medium,No,1,Card,False,False,False,10.87,2,4,20,Gold,SMS,4,-84,3010,True,Premium,232,87.54,13957.09,591983.4333,5.0
CUST100536,53,Male,Almaty,High,81.76,9,6148.73,98.24,30.0,Beauty,237,0.63,True,0.23,0.32,Medium,19.0,2.8,Medium,Yes,8,Card,False,False,False,4.51,10,47,19,Bronze,SMS,6,16,2777,False,Premium,261,71.43,882.85,502720.16479999997,0.6129032258064516
CUST100538,69,Female,Almaty,High,73.77,4,7305.9,93.46,1.0,Groceries,163,0.51,False,0.32,0.84,Low,0.0,4.92,Medium,Yes,1,Card,True,False,False,6.97,9,8,32,Gold,SMS,5,37,2953,True,Premium,81,42.39,11579.27,538956.2429999999,0.0
CUST100540,27,Female,Astana,Medium,92.58,0,9974.46,330.31,11.0,Beauty,212,0.31,True,0.29,0.52,Medium,15.0,1.27,Medium,No,6,Online Wallet,True,False,True,18.77,12,21,38,Bronze,Social Media,7,-79,96,True,Premium,154,27.18,18366.4,923435.5067999999,1.25
CUST100541,36,Female,Shymkent,Low,77.38,9,7938.79,225.98,7.0,Groceries,292,0.67,False,0.55,0.34,Medium,16.0,1.81,Medium,Yes,0,Card,True,True,False,14.2,7,35,31,Gold,SMS,0,-27,2367,False,0,262,53.76,15663.06,614303.5702,2.0
CUST100545,62,Male,Almaty,Medium,81.62,4,7649.42,311.59,15.0,Groceries,363,0.46,False,0.35,0.15,Low,10.0,1.16,Low,No,8,Card,False,True,True,7.17,8,17,30,Silver,App,9,61,2039,True,0,32,64.75,13271.27,624345.6604,0.625
CUST100547,33,Female,Astana,Low,63.02,3,8077.27,71.38,46.0,Clothing,56,0.84,False,0.18,0.99,Medium,1.0,2.63,High,Yes,8,Online Wallet,False,False,True,6.47,13,18,36,Silver,Email,6,-60,1645,False,0,50,66.34,18445.29,509029.55540000007,0.02127659574468085
CUST100555,37,Male,Karaganda,Medium,65.23,1,9794.2,200.49,4.0,Clothing,256,0.26,False,0.82,0.8,Low,0.0,1.46,Low,No,2,Card,False,False,True,8.64,8,15,10,Silver,Email,0,-90,165,False,0,124,43.99,14590.21,638875.6660000001,0.0
CUST100556,41,Female,Almaty,High,89.24,2,9461.32,346.67,25.0,Electronics,146,0.6,False,0.04,0.29,High,13.0,4.83,Medium,No,9,Card,True,False,True,6.56,10,24,38,Gold,App,8,1,288,True,0,169,64.61,241.98,844328.1967999999,0.5
CUST100558,67,Male,Shymkent,High,69.19,0,7963.73,244.36,12.0,Clothing,342,0.26,False,0.4,0.12,Low,13.0,1.79,Medium,Yes,5,Card,True,False,True,5.43,1,49,9,Silver,SMS,1,48,1005,False,0,293,18.52,18396.05,551010.4787,1.0
CUST100561,50,Male,Astana,Low,92.17,5,9318.65,112.09,32.0,Clothing,225,0.81,False,0.72,0.52,High,10.0,3.87,Medium,Yes,9,Card,False,False,False,12.47,5,31,16,Platinum,Social Media,2,-31,3225,False,Premium,235,13.98,1921.49,858899.9704999999,0.30303030303030304
CUST100566,20,Female,Shymkent,Medium,67.96,5,8400.26,38.58,18.0,Beauty,352,0.2,True,0.22,0.95,High,8.0,2.74,Low,Yes,6,Cash,False,False,True,9.33,3,16,6,Platinum,SMS,7,77,977,False,Basic,98,50.71,11513.52,570881.6695999999,0.42105263157894735
