customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,purchase_intensity,digital_engagement,value_per_year,customer_class,engagement_index,churn_flag,loyalty_spend,activity_value,engagement_value,total_spent_squared,loyalty_score_squared,interaction_term,weighted_loyalty
CUST100011,28,Female,Astana,High,22.09,4.0,8176.76,442.38,15.0,Groceries,126.0,0.22,True,0.53,0.71,Low,3,4.53,High,No,1,Cash,False,False,False,7.54,4,19.0,31.0,Bronze,Social Media,4,-95,857,True,Basic,280,61.42,6239.85,3.0,25.0,1635.352,Medium Value,0.5055928411633109,0,180624.62840000002,6635.7,4134.111319910515,66859404.097600006,487.9681,180624.62840000002,0.0017807554499820885
CUST100012,41,Female,Karaganda,Medium,67.02,6.0,5051.59,286.98,2.0,Electronics,174.0,0.96,True,0.03,0.09,Medium,12,2.03,High,No,1,Online Wallet,True,False,True,11.31,12,45.0,31.0,Platinum,Email,7,-29,2587,True,,76,38.88,13750.33,0.2857142857142857,38.0,721.6557142857143,Medium Value,0.5928411633109619,0,338557.56179999997,573.96,2994.7904921700224,25518561.528100003,4491.680399999999,338557.56179999997,0.0033377963384532434
CUST100013,53,Male,Karaganda,High,91.47,9.0,6979.34,132.87,34.0,Electronics,57.0,0.5,False,0.81,0.29,Medium,19,1.21,Medium,No,1,Card,False,True,False,4.09,14,29.0,23.0,Silver,Social Media,5,81,1225,False,Premium,206,54.15,17910.11,3.4,26.0,697.934,Medium Value,0.6286353467561521,0,638400.2298,4517.58,4387.459821029082,48711186.8356,8366.7609,638400.2298,0.006293907417589835
CUST100014,57,Male,Almaty,Medium,34.82,4.0,868.24,425.19,20.0,Groceries,134.0,0.36,True,0.51,0.51,High,15,1.48,Low,No,4,Online Wallet,False,False,False,18.85,12,26.0,32.0,Silver,App,3,-48,1748,True,Premium,347,73.16,17675.93,4.0,29.0,173.648,Low Value,0.5950782997762863,0,30232.1168,8503.8,516.6707829977629,753840.6976000001,1212.4324,30232.1168,0.0002980546298308401
CUST100015,41,Male,Almaty,Low,27.24,9.0,8510.33,385.15,30.0,Electronics,140.0,0.32,False,0.11,0.77,High,7,3.07,Medium,No,4,Online Wallet,True,True,True,15.05,2,28.0,4.0,Platinum,Email,9,-6,2688,False,,246,40.24,17060.43,3.0,16.0,851.033,Medium Value,0.4250559284116331,0,231821.38919999998,11554.5,3617.3662192393735,72425716.7089,742.0175999999999,231821.38919999998,0.0022854978631492028
CUST100016,20,Female,Astana,High,22.61,1.0,8344.01,81.01,16.0,Beauty,47.0,0.42,False,0.19,0.34,High,19,3.5,Medium,No,3,Card,False,True,False,15.39,2,18.0,5.0,Silver,Social Media,6,10,2895,True,,264,42.74,3015.32,8.0,11.5,4172.005,Medium Value,0.2729306487695749,0,188658.0661,1296.16,2277.3360626398207,69622502.8801,511.21209999999996,188658.0661,0.0018599560999326937
CUST100017,39,Male,Almaty,Medium,25.45,5.0,6964.68,436.83,44.0,Beauty,155.0,0.21,True,0.66,0.5,Low,11,1.1,Medium,No,5,Cash,True,True,False,11.74,2,40.0,34.0,Bronze,Social Media,2,-99,3185,False,,158,18.57,770.85,7.333333333333333,37.0,1160.78,Medium Value,0.8680089485458612,0,177251.106,19220.52,6045.404563758389,48506767.5024,647.7025,177251.106,0.0017474963177549316
CUST100018,19,Female,Astana,Low,13.49,6.0,9171.64,480.14,4.0,Clothing,183.0,0.75,True,0.08,0.5,High,4,3.81,Low,Yes,8,Cash,False,False,True,7.02,11,18.0,9.0,Bronze,Social Media,6,-100,2971,True,,68,2.98,8436.63,0.5714285714285714,13.5,1310.2342857142855,Medium Value,0.22818791946308722,1,123725.4236,1920.56,2092.857449664429,84118980.28959998,181.9801,123725.4236,0.0012197933600124847
CUST100019,41,Female,Astana,Medium,59.68,1.0,571.58,271.18,31.0,Beauty,215.0,0.51,True,0.87,0.93,High,16,1.3,Low,No,4,Cash,True,False,False,18.93,2,32.0,28.0,Platinum,Email,8,83,1814,False,Premium,264,75.37,6870.52,15.5,30.0,285.79,Low Value,0.6733780760626398,0,34111.894400000005,8406.58,384.88944071588367,326703.6964000001,3561.7024,34111.894400000005,0.0003363048682790452
CUST100020,61,Male,Astana,High,28.08,9.0,2386.54,23.99,26.0,Clothing,162.0,0.75,True,0.79,0.85,High,2,3.6,High,No,5,Cash,True,True,False,14.46,2,3.0,9.0,Bronze,Email,4,-36,1758,True,,183,71.97,19291.27,2.6,6.0,238.654,Low Value,0.2751677852348993,0,67014.0432,623.74,656.6989261744966,5695573.1716,788.4863999999999,67014.0432,0.0006606830071337886
CUST100021,47,Female,Almaty,High,61.49,7.0,3689.2,458.23,41.0,Clothing,124.0,0.25,False,0.31,0.86,High,0,1.24,Medium,No,0,Card,True,True,True,12.15,9,12.0,16.0,Silver,Social Media,5,47,611,False,,349,80.86,9659.39,5.125,14.0,461.15,Medium Value,0.49888143176733774,0,226848.908,18787.43,1840.4733780760623,13610196.639999999,3781.0201,226848.908,0.0022364747976056478
CUST100022,55,Male,Shymkent,Medium,8.3,4.0,1670.03,65.77,12.0,Beauty,310.0,0.0,False,0.88,0.17,Medium,15,2.2,Medium,Yes,4,Cash,True,False,False,11.62,7,44.0,2.0,Platinum,Email,6,7,1332,True,Basic,5,27.37,11160.21,2.4,23.0,334.006,Low Value,0.39373601789709173,0,13861.249000000002,789.24,657.5509619686801,2789000.2009,68.89000000000001,13861.249000000002,0.00013665630716563332
CUST100023,19,Female,Astana,Low,11.55,7.0,8166.79,318.4,2.0,Groceries,352.0,0.97,False,0.89,0.9,High,2,4.54,High,No,5,Card,False,True,True,8.91,4,26.0,0.0,Gold,App,6,31,424,False,Premium,216,83.72,10932.98,0.25,13.0,1020.84875,Medium Value,0.18791946308724833,1,94326.42450000001,636.8,1534.6987919463088,66696458.9041,133.4025,94326.42450000001,0.0009299523326006134
CUST100024,38,Female,Shymkent,Low,53.61,2.0,7596.21,203.45,8.0,Groceries,136.0,0.51,True,0.84,0.39,Low,16,4.84,High,No,0,Card,False,True,False,13.63,11,24.0,37.0,Silver,App,8,-70,2479,True,,168,66.87,4719.0,2.6666666666666665,30.5,2532.07,Medium Value,0.5458612975391498,0,407232.8181,1627.6,4146.477046979865,57702406.3641,2874.0321,407232.8181,0.004014857036202154
CUST100025,50,Male,Karaganda,Low,51.15,1.0,7755.2,496.06,14.0,Clothing,115.0,0.08,True,0.31,0.54,Low,3,1.21,High,No,6,Cash,True,False,True,13.07,9,31.0,36.0,Silver,SMS,9,47,487,True,Basic,353,32.88,14805.74,7.0,33.5,3877.6,Medium Value,0.6241610738255032,0,396678.48,6944.84,4840.493959731542,60143127.04,2616.3224999999998,396678.48,0.003910803146879226
CUST100026,29,Female,Almaty,Low,27.15,6.0,2983.81,459.0,24.0,Groceries,129.0,0.1,True,0.66,0.61,High,2,4.29,Low,No,3,Online Wallet,True,False,True,10.92,7,34.0,28.0,Silver,Email,0,8,2165,False,Basic,136,77.44,3871.81,3.4285714285714284,31.0,426.25857142857143,Low Value,0.6398210290827739,0,81010.4415,11016.0,1909.1043847874716,8903122.1161,737.1225,81010.4415,0.0007986717342172821
CUST100027,39,Female,Almaty,Medium,82.71,4.0,7650.59,393.33,43.0,Electronics,277.0,0.43,False,0.45,0.43,Medium,0,3.4,Low,No,5,Cash,False,False,True,9.73,11,21.0,29.0,Bronze,App,4,-1,950,False,,220,26.3,14294.29,8.6,25.0,1530.118,High Value,0.6890380313199106,0,632780.2988999999,16913.19,5271.547472035795,58531527.3481,6840.944099999999,632780.2988999999,0.006238501227042358
CUST100028,61,Female,Shymkent,High,18.7,4.0,1318.27,103.64,40.0,Groceries,212.0,0.7,True,0.54,0.34,Low,5,4.74,Medium,Yes,4,Online Wallet,True,True,False,1.09,1,34.0,17.0,Gold,App,5,63,2343,True,Premium,88,35.85,17678.64,8.0,25.5,263.654,Low Value,0.6487695749440715,0,24651.648999999998,4145.6,855.2534675615211,1737835.7929,349.69,24651.648999999998,0.0002430375010133197
CUST100029,42,Female,Karaganda,Medium,36.07,7.0,1157.32,351.1,41.0,Electronics,279.0,0.4,False,0.41,0.25,High,10,2.55,Low,Yes,3,Cash,True,True,False,19.36,10,20.0,32.0,Bronze,Social Media,6,-99,1790,False,Basic,134,74.21,3739.58,5.125,26.0,144.665,Low Value,0.6957494407158836,0,41744.5324,14395.1,805.2047427293064,1339389.5824,1301.0449,41744.5324,0.0004115540844941268
CUST100030,66,Female,Karaganda,High,55.55,8.0,5882.17,288.21,25.0,Beauty,205.0,0.82,True,0.0,0.51,Low,7,3.74,Medium,No,4,Card,False,True,True,17.65,2,26.0,7.0,Gold,App,0,79,2511,True,Premium,118,75.19,12334.01,2.7777777777777777,16.5,653.5744444444445,Medium Value,0.40492170022371365,0,326754.54349999997,7205.249999999999,2381.818277404922,34599923.9089,3085.8025,326754.54349999997,0.003221431868390957
CUST100031,44,Female,Astana,High,86.72,7.0,581.82,72.0,7.0,Clothing,309.0,0.33,True,0.01,0.84,Medium,5,1.34,High,No,2,Online Wallet,False,False,True,10.32,0,29.0,38.0,Silver,SMS,7,83,675,False,,152,45.64,3872.15,0.875,33.5,72.7275,Low Value,0.5816554809843401,0,50455.430400000005,504.0,338.4187919463088,338514.51240000007,7520.3584,50455.430400000005,0.0004974337301722689
CUST100032,59,Female,Almaty,Medium,41.86,9.0,9392.64,398.37,32.0,Clothing,224.0,0.05,True,0.77,0.77,Low,4,2.21,High,Yes,8,Card,True,False,False,3.36,11,31.0,31.0,Gold,Social Media,7,99,1429,False,Premium,69,67.16,19184.02,3.2,31.0,939.2639999999999,Medium Value,0.7002237136465324,0,393175.9104,12747.84,6576.949261744965,88221686.1696,1752.2595999999999,393175.9104,0.0038762717545691525
CUST100033,45,Female,Karaganda,Medium,39.86,1.0,3355.58,47.8,23.0,Clothing,185.0,0.01,True,0.95,0.51,High,4,2.86,High,No,0,Online Wallet,True,True,True,6.04,5,39.0,5.0,Platinum,Email,5,24,3203,True,Basic,273,82.28,14947.5,11.5,22.0,1677.79,Medium Value,0.4608501118568232,0,133753.41879999998,1099.3999999999999,1546.4194183445186,11259917.1364,1588.8196,133753.41879999998,0.0013186581010114161
CUST100034,33,Male,Karaganda,Low,57.95,9.0,4822.62,243.4,46.0,Groceries,185.0,0.86,True,0.23,0.34,Low,17,2.73,High,No,8,Card,True,True,True,1.9,11,25.0,38.0,Platinum,Social Media,7,-15,562,True,Basic,338,95.84,4589.9,4.6,31.5,482.262,Medium Value,0.8165548098434003,0,279470.829,11196.4,3937.9335570469793,23257663.6644,3358.2025000000003,279470.829,0.0027552676855929926
CUST100035,32,Male,Astana,High,31.67,6.0,8150.97,216.15,39.0,Clothing,332.0,0.98,True,0.54,0.01,High,9,4.1,Low,Yes,4,Cash,False,True,True,4.15,4,29.0,39.0,Bronze,Email,7,-70,3145,True,Basic,253,89.67,7431.17,5.571428571428571,34.0,1164.4242857142858,Medium Value,0.8053691275167785,0,258141.21990000003,8429.85,6564.539597315436,66438311.940900005,1002.9889000000001,258141.21990000003,0.0025449817573268974
CUST100036,64,Female,Astana,Low,70.92,4.0,4060.52,404.07,26.0,Groceries,62.0,0.13,True,0.31,0.21,Medium,13,1.39,High,Yes,6,Card,False,False,False,8.16,14,13.0,19.0,Platinum,Email,0,-93,1064,False,Basic,110,74.09,4417.36,5.2,16.0,812.104,Medium Value,0.43176733780760623,0,287972.0784,10505.82,1753.1999105145412,16487822.6704,5029.6464000000005,287972.0784,0.0028390804321426037
CUST100037,68,Female,Shymkent,Low,24.87,6.0,4363.39,216.65,42.0,Clothing,190.0,0.06,True,0.48,0.19,High,14,1.24,High,Yes,9,Online Wallet,True,False,False,14.31,11,36.0,38.0,Bronze,SMS,6,34,2625,True,Basic,195,3.57,3573.84,6.0,37.0,623.3414285714287,Medium Value,0.8635346756152125,0,108517.50930000002,9099.300000000001,3767.9385682326624,19039172.2921,618.5169000000001,108517.50930000002,0.0010698604493541866
CUST100038,61,Male,Almaty,Medium,82.32,2.0,3544.65,348.68,7.0,Electronics,363.0,0.91,True,0.12,0.59,Low,14,1.34,High,Yes,6,Card,False,True,True,16.94,0,34.0,20.0,Bronze,SMS,5,36,2614,True,Premium,131,15.75,4955.78,2.3333333333333335,27.0,1181.55,Medium Value,0.4541387024608501,0,291795.588,2440.76,1609.7627516778523,12564543.6225,6776.582399999999,291795.588,0.002876775931469421
CUST100039,69,Female,Karaganda,Low,27.24,3.0,3582.06,241.74,47.0,Groceries,299.0,0.1,False,0.73,0.92,High,4,1.01,Low,No,3,Cash,False,True,False,1.6,13,35.0,22.0,Gold,Email,9,16,1165,True,,211,77.5,18052.18,11.75,28.5,895.515,Medium Value,0.7472035794183445,0,97575.31439999999,11361.78,2676.528053691275,12831153.8436,742.0175999999999,97575.31439999999,0.0009619827287158351
CUST100040,20,Male,Shymkent,Low,99.27,6.0,4732.76,293.1,45.0,Electronics,74.0,0.23,False,0.52,0.32,Medium,1,2.18,Low,No,9,Card,True,True,True,12.57,3,27.0,11.0,Platinum,Email,2,-47,2265,False,,52,38.01,10710.98,6.428571428571429,19.0,676.1085714285715,Medium Value,0.5816554809843401,0,469821.08520000003,13189.500000000002,2752.835794183445,22399017.217600003,9854.532899999998,469821.08520000003,0.0046319068744802416
CUST100041,54,Male,Almaty,Low,31.65,1.0,9464.69,124.32,4.0,Electronics,193.0,0.8,False,0.31,0.79,High,5,4.67,High,No,1,Card,True,False,False,2.91,6,43.0,2.0,Platinum,Email,7,52,1441,False,Premium,354,72.81,5936.74,2.0,22.5,4732.345,Medium Value,0.3333333333333333,0,299557.4385,497.28,3154.8966666666665,89580356.7961,1001.7224999999999,299557.4385,0.002953299037439289
CUST100042,68,Male,Shymkent,Medium,87.88,1.0,9366.58,105.21,44.0,Beauty,228.0,1.0,False,0.66,0.33,High,9,3.78,High,No,0,Card,True,False,True,15.68,2,46.0,10.0,Silver,Social Media,9,-38,2963,False,Premium,9,1.51,2787.29,22.0,28.0,4683.29,High Value,0.6935123042505592,0,823135.0504,4629.24,6495.838478747203,87732820.8964,7722.894399999999,823135.0504,0.00811518473452583
CUST100043,24,Female,Almaty,Low,39.74,0.0,5497.1,356.41,25.0,Beauty,347.0,0.49,False,0.51,0.96,Low,7,2.34,High,No,9,Online Wallet,True,True,False,4.53,7,48.0,7.0,Silver,SMS,6,79,2455,True,Premium,138,80.76,4641.21,25.0,27.5,5497.1,Medium Value,0.552572706935123,0,218454.75400000002,8910.25,3037.5474272930646,30218108.410000004,1579.2676000000001,218454.75400000002,0.0021537178911090094
CUST100044,38,Female,Almaty,Low,24.61,0.0,4614.0,65.55,18.0,Electronics,117.0,0.21,True,0.4,0.19,Medium,17,1.82,Low,No,6,Card,False,True,True,12.16,10,12.0,9.0,Platinum,SMS,6,99,303,False,Premium,186,96.15,9379.85,18.0,10.5,4614.0,Medium Value,0.2818791946308724,0,113550.54,1179.8999999999999,1300.5906040268453,21288996.0,605.6521,113550.54,0.001119480464788096
CUST100045,26,Female,Karaganda,Medium,22.62,0.0,8100.8,92.11,7.0,Clothing,194.0,0.85,True,0.53,0.41,High,12,3.91,Low,Yes,1,Card,False,False,True,4.75,13,34.0,27.0,Platinum,Social Media,1,-84,2051,True,Basic,337,71.64,5482.88,7.0,30.5,8100.8,Medium Value,0.5167785234899329,0,183240.09600000002,644.77,4186.319463087249,65622960.64,511.66440000000006,183240.09600000002,0.0018065410154623248
CUST100046,56,Male,Almaty,Medium,85.02,5.0,6841.2,470.77,22.0,Beauty,151.0,0.39,False,0.95,0.15,Low,6,3.78,Medium,Yes,1,Card,True,True,False,12.6,10,37.0,15.0,Platinum,Social Media,6,-53,3645,False,,328,58.86,19847.0,3.6666666666666665,26.0,1140.2,Medium Value,0.5302013422818792,0,581638.8239999999,10356.939999999999,3627.213422818792,46802017.44,7228.4003999999995,581638.8239999999,0.0057343038705964895
CUST100047,35,Male,Astana,Medium,30.88,4.0,8827.48,130.4,4.0,Beauty,327.0,0.27,True,0.07,0.23,Medium,18,3.4,Low,Yes,5,Cash,False,False,False,6.33,3,48.0,11.0,Gold,SMS,1,-67,2300,False,Basic,233,86.68,2048.42,0.8,29.5,1765.4959999999999,Medium Value,0.44742729306487683,0,272592.58239999996,521.6,3949.6554809843387,77924403.1504,953.5744,272592.58239999996,0.002687455919125874
CUST100048,21,Male,Karaganda,High,33.86,9.0,7333.06,165.03,29.0,Electronics,197.0,0.49,True,0.92,0.11,High,3,4.49,Low,Yes,4,Online Wallet,False,False,False,8.19,5,11.0,39.0,Bronze,App,2,-20,2997,False,Basic,76,62.22,19207.96,2.9,25.0,733.306,Medium Value,0.6174496644295302,0,248297.41160000002,4785.87,4527.795436241611,53773768.9636,1146.4995999999999,248297.41160000002,0.002447932891764752
CUST100049,42,Female,Astana,Medium,19.7,7.0,9528.21,318.43,24.0,Electronics,98.0,0.86,True,0.13,0.11,Medium,8,3.45,High,No,4,Card,False,True,True,8.33,13,6.0,18.0,Bronze,SMS,4,84,1007,True,Basic,326,36.16,13997.51,3.0,12.0,1191.02625,Medium Value,0.3624161073825503,0,187705.73699999996,7642.32,3453.1767785234892,90786785.80409998,388.09,187705.73699999996,0.0018505672073435501
CUST100050,31,Male,Shymkent,High,96.13,4.0,8873.83,222.98,40.0,Electronics,119.0,0.23,False,0.21,0.63,Medium,6,2.45,Low,Yes,1,Online Wallet,True,False,True,14.7,1,49.0,37.0,Platinum,Social Media,9,-73,3302,False,,203,40.61,7339.0,8.0,43.0,1774.766,High Value,0.9284116331096196,0,853041.2779,8919.199999999999,8238.567002237136,78744858.8689,9240.9769,853041.2779,0.008410026462814914
CUST100051,67,Male,Shymkent,Medium,24.47,0.0,8566.97,281.71,38.0,Groceries,253.0,0.42,True,0.98,0.78,High,9,3.94,Low,No,6,Online Wallet,False,True,False,14.25,2,14.0,36.0,Silver,App,0,-78,2071,False,Premium,134,81.85,5981.27,38.0,25.0,8566.97,Medium Value,0.6711409395973154,0,209633.75589999996,10704.98,5749.644295302012,73392974.98089999,598.7809,209633.75589999996,0.0020667527824192312
CUST100052,26,Female,Almaty,Medium,24.74,7.0,3976.33,76.57,41.0,Groceries,204.0,0.44,False,0.81,0.08,Low,19,1.95,Medium,Yes,7,Card,False,False,False,15.61,6,33.0,12.0,Gold,Social Media,1,22,2239,True,,120,82.36,1025.49,5.125,22.5,497.04125,Medium Value,0.6040268456375839,0,98374.40419999999,3139.37,2401.810067114094,15811200.2689,612.0676,98374.40419999999,0.0009698608543567297
CUST100053,43,Male,Almaty,Medium,94.39,5.0,3923.5,337.84,12.0,Groceries,361.0,0.83,True,0.35,0.22,Low,4,3.46,Low,Yes,0,Card,True,True,True,1.68,7,11.0,1.0,Platinum,Email,9,-1,1104,True,Premium,116,14.87,17913.96,2.0,6.0,653.9166666666666,Medium Value,0.16331096196868006,1,370339.165,4054.08,640.7505592841162,15393852.25,8909.4721,370339.165,0.0036511271594431463
CUST100054,19,Male,Astana,High,90.09,7.0,7437.91,82.51,9.0,Groceries,253.0,0.68,True,0.4,0.32,Low,6,1.15,Low,Yes,3,Card,False,True,False,1.96,7,45.0,13.0,Silver,Social Media,4,64,3378,True,,289,59.92,15379.81,1.125,29.0,929.73875,High Value,0.4787472035794183,0,670081.3119,742.59,3560.878612975391,55322505.1681,8116.208100000001,670081.3119,0.006606247213722005
CUST100055,37,Female,Astana,Low,24.89,1.0,929.12,375.12,15.0,Groceries,158.0,0.78,True,0.3,0.94,High,1,2.71,High,No,8,Online Wallet,True,True,False,12.1,10,5.0,14.0,Bronze,Social Media,6,-45,3041,True,Basic,19,9.79,13043.8,7.5,9.5,464.56,Low Value,0.25950782997762867,0,23125.7968,5626.8,241.11391498881434,863263.9744000001,619.5121,23125.7968,0.00022799431645379288
CUST100056,45,Female,Astana,Medium,86.47,9.0,3289.92,264.19,13.0,Groceries,285.0,0.69,False,0.23,0.6,Medium,8,1.33,High,Yes,9,Online Wallet,False,False,False,18.26,10,27.0,24.0,Gold,Social Media,0,27,463,True,Basic,305,39.71,15457.08,1.3,25.5,328.992,Medium Value,0.48322147651006714,0,284479.3824,3434.47,1589.7600000000002,10823573.6064,7477.0608999999995,284479.3824,0.0028046463824107086
CUST100057,64,Male,Shymkent,High,24.98,7.0,9329.02,409.02,30.0,Beauty,39.0,0.59,False,0.06,0.11,Low,19,4.85,Medium,Yes,5,Card,False,True,True,19.57,4,43.0,37.0,Gold,SMS,1,-21,2926,True,Premium,25,97.54,12441.61,3.75,40.0,1166.1275,Medium Value,0.8210290827740492,0,233038.91960000002,12270.599999999999,7659.396733780761,87030614.1604,624.0004,233038.91960000002,0.0022975013419357032
CUST100058,24,Female,Astana,Medium,8.45,5.0,4556.0,90.48,35.0,Groceries,237.0,0.13,False,0.03,0.37,Low,11,1.6,High,No,0,Cash,True,False,True,19.9,1,3.0,23.0,Bronze,Social Media,8,95,661,False,Premium,188,9.51,9640.23,5.833333333333333,13.0,759.3333333333334,Medium Value,0.4608501118568233,0,38498.2,3166.8,2099.633109619687,20757136.0,71.40249999999999,38498.2,0.0003795489024491215
CUST100059,61,Male,Karaganda,Low,82.04,0.0,2771.99,191.88,35.0,Clothing,116.0,0.83,True,0.5,0.72,Medium,7,2.21,Low,No,5,Card,False,True,True,7.89,3,18.0,36.0,Platinum,SMS,3,91,3531,True,Basic,146,76.62,19293.11,35.0,27.0,2771.99,Low Value,0.6778523489932886,0,227414.0596,6715.8,1878.999932885906,7683928.5600999985,6730.561600000001,227414.0596,0.0022420465560124662
